Mission_ID,Mission_Date,Base_ID,Region,Mission_Type,Priority,Weather,Duration_Hours,Personnel_Deployed,Budget_INR,Mission_Status,Budget_Per_Person
MIS019013,2026-03-24,B015,South,Training Exercise,Medium,Snow,31,385,1408352.57,Completed,3658.0586233766235
MIS019014,2026-12-03,B017,East,Supply Delivery,High,Storm,67,139,2176611.58,Cancelled,15659.076115107915
MIS019015,2025-09-08,B014,Central,Equipment Transport,Medium,Rain,11,336,562044.16,Completed,1672.7504761904763
MIS019016,2025-06-07,B019,Central,Medical Support,Medium,Storm,43,197,820330.09,Completed,4164.112131979695
MIS019017,2025-01-10,B007,Central,Training Exercise,Low,Snow,58,125,4177528.07,Completed,33420.224559999995
MIS019018,2026-02-14,B029,South,Equipment Transport,High,Snow,62,381,3944775.74,Completed,10353.742099737534
MIS019019,2025-05-19,B005,East,Equipment Transport,High,Rain,29,138,2276880.97,Completed,16499.13746376812
MIS019020,2025-07-10,B009,South,Medical Support,High,Storm,36,249,1617043.92,Delayed,6494.1522891566265
MIS019021,2025-11-28,B001,Central,Surveillance,High,Snow,24,395,3742680.85,Completed,9475.141392405063
MIS019022,2025-12-06,B020,East,Supply Delivery,Medium,Snow,70,187,1783642.42,Delayed,9538.194759358288
MIS019023,2026-09-29,B010,North,Disaster Relief,Medium,Snow,12,294,767025.83,Completed,2608.931394557823
MIS019024,2025-02-24,B030,East,Reconnaissance,High,Storm,51,324,4491945.75,Completed,13864.030092592593
MIS019025,2025-03-12,B004,East,Disaster Relief,Low,Fog,66,143,2462122.49,Completed,17217.639790209792
MIS019026,2026-05-20,B019,Central,Reconnaissance,Medium,Storm,29,208,4280948.31,Completed,20581.482259615383
MIS019027,2025-06-10,B025,West,Training Exercise,High,Snow,35,305,2084165.32,Completed,6833.328918032787
MIS019028,2026-09-19,B022,Central,Disaster Relief,High,Rain,66,82,707367.91,Delayed,8626.437926829269
MIS019029,2025-12-04,B018,East,Supply Delivery,High,Storm,36,397,777326.0,Cancelled,1958.0
MIS019030,2025-10-10,B017,East,Training Exercise,High,Snow,37,334,4403128.29,Completed,13183.018832335329
MIS019031,2025-04-26,B010,North,Reconnaissance,Critical,Clear,48,280,3519382.09,Completed,12569.221749999999
MIS019032,2026-08-03,B030,East,Supply Delivery,Low,Fog,18,171,1937349.77,Completed,11329.53081871345
MIS019033,2025-09-19,B003,East,Border Patrol,High,Storm,62,256,3727514.54,Completed,14560.603671875
MIS019034,2026-10-23,B014,Central,Equipment Transport,High,Rain,70,248,1990712.75,Completed,8027.0675403225805
MIS019035,2025-02-06,B030,East,Disaster Relief,Low,Storm,54,149,2552078.53,Cancelled,17128.043825503355
MIS019036,2026-02-16,B011,Central,Disaster Relief,Medium,Rain,32,332,884550.0,Cancelled,2664.3072289156626
MIS019037,2025-06-14,B022,Central,Border Patrol,Medium,Rain,51,323,778882.01,Completed,2411.3994117647057
MIS019038,2025-04-17,B010,North,Training Exercise,Medium,Clear,7,47,806777.03,Completed,17165.468723404258
MIS019039,2025-09-07,B008,East,Reconnaissance,Medium,Clear,12,144,4603891.01,Completed,31971.46534722222
MIS019040,2025-06-02,B006,West,Reconnaissance,Low,Clear,43,169,809339.59,Completed,4788.991656804734
MIS019041,2026-02-24,B017,East,Surveillance,Medium,Fog,32,117,4604306.55,Completed,39353.04743589743
MIS019042,2026-03-05,B019,Central,Border Patrol,High,Storm,28,276,3493052.99,Completed,12655.9890942029
MIS019043,2025-10-16,B007,Central,Border Patrol,High,Fog,12,87,2610789.76,Completed,30009.07770114942
MIS019044,2025-11-25,B008,East,Training Exercise,Low,Storm,58,240,3158520.15,Delayed,13160.500624999999
MIS019045,2025-05-28,B013,South,Supply Delivery,Critical,Fog,7,341,3121739.47,Completed,9154.661202346042
MIS019046,2025-05-11,B006,West,Surveillance,Medium,Storm,67,213,4798737.82,Delayed,22529.285539906105
MIS019047,2025-05-13,B022,Central,Surveillance,Low,Storm,32,30,1221355.06,Completed,40711.835333333336
MIS019048,2025-09-10,B022,Central,Supply Delivery,Medium,Storm,16,251,1531485.17,Completed,6101.534541832669
MIS019049,2026-10-27,B025,West,Surveillance,Medium,Storm,31,123,3799537.84,Completed,30890.551544715447
MIS019050,2025-05-25,B008,East,Equipment Transport,Low,Fog,33,74,704418.09,Completed,9519.163378378378
MIS019051,2025-10-17,B017,East,Supply Delivery,High,Snow,41,244,4667967.09,Completed,19131.012663934427
MIS019052,2025-11-24,B013,South,Surveillance,Low,Fog,72,38,351102.58,Completed,9239.541578947368
MIS019053,2025-06-02,B020,East,Reconnaissance,Critical,Snow,66,135,2311926.24,Completed,17125.37955555556
MIS019054,2026-07-18,B028,West,Equipment Transport,Medium,Storm,42,383,2648945.09,Cancelled,6916.305718015666
MIS019055,2026-10-07,B009,South,Disaster Relief,Critical,Clear,59,86,1953646.47,Completed,22716.81941860465
MIS019056,2025-12-07,B024,East,Disaster Relief,Medium,Fog,69,29,4390486.23,Completed,151396.07689655173
MIS019057,2025-04-06,B003,East,Medical Support,Medium,Fog,8,227,2149562.31,Cancelled,9469.437488986785
MIS019058,2025-08-13,B007,Central,Training Exercise,High,Rain,68,387,4121480.8,Completed,10649.82118863049
MIS019059,2026-07-14,B008,East,Surveillance,Critical,Clear,67,149,852991.3,Completed,5724.773825503356
MIS019060,2025-08-20,B026,South,Supply Delivery,High,Snow,34,167,4375088.68,Cancelled,26198.13580838323
MIS019061,2026-05-12,B030,East,Disaster Relief,Medium,Storm,25,136,1594362.19,Delayed,11723.251397058822
MIS019062,2026-12-02,B022,Central,Supply Delivery,Low,Storm,18,77,4428793.96,Completed,57516.804675324674
MIS019063,2025-06-14,B009,South,Disaster Relief,Medium,Clear,47,379,3846345.65,Completed,10148.66926121372
MIS019064,2025-03-24,B018,East,Medical Support,Low,Snow,12,323,1260594.26,Completed,3902.7686068111457
MIS019065,2026-10-31,B014,Central,Disaster Relief,High,Snow,29,398,4541180.4,Completed,11410.001005025126
MIS019066,2025-04-11,B017,East,Surveillance,Medium,Rain,49,207,1351326.47,Completed,6528.147198067632
MIS019067,2026-01-19,B027,West,Border Patrol,High,Fog,30,27,682907.71,Completed,25292.878148148146
MIS019068,2026-09-05,B018,East,Equipment Transport,Critical,Storm,36,233,3874770.41,Completed,16629.915922746783
MIS019069,2026-01-13,B026,South,Disaster Relief,High,Rain,62,272,1526567.78,Completed,5612.3815441176475
MIS019070,2025-09-16,B016,West,Medical Support,Low,Rain,10,142,4314074.88,Completed,30380.809014084505
MIS019071,2025-12-25,B021,South,Surveillance,High,Storm,57,252,3695104.28,Delayed,14663.112222222222
MIS019072,2026-08-09,B014,Central,Border Patrol,Medium,Storm,7,383,2786272.21,Completed,7274.862167101827
MIS019073,2026-05-21,B022,Central,Medical Support,Critical,Snow,49,334,2936995.52,Completed,8793.399760479042
MIS019074,2025-05-27,B027,West,Disaster Relief,Critical,Clear,40,33,4428243.86,Completed,134189.20787878789
MIS019075,2026-08-20,B021,South,Reconnaissance,Medium,Snow,38,233,3974978.53,Delayed,17059.993690987125
MIS019076,2025-05-25,B020,East,Disaster Relief,Medium,Clear,11,102,3016062.42,Completed,29569.239411764705
MIS019077,2025-05-01,B010,North,Medical Support,Medium,Clear,20,301,3506872.47,Completed,11650.739102990034
MIS019078,2026-08-06,B025,West,Supply Delivery,High,Clear,65,177,4965987.53,Completed,28056.426723163844
MIS019079,2026-03-29,B010,North,Medical Support,Critical,Clear,38,303,996158.53,Completed,3287.651914191419
MIS019080,2025-08-31,B005,East,Medical Support,Low,Snow,36,133,252675.8,Delayed,1899.8180451127819
MIS019081,2025-09-17,B008,East,Border Patrol,Critical,Clear,71,172,4529302.24,Completed,26333.152558139536
MIS019082,2026-05-28,B003,East,Training Exercise,Low,Clear,39,211,3482369.48,Delayed,16504.12075829384
MIS019083,2025-08-25,B026,South,Medical Support,High,Fog,33,23,1599825.07,Cancelled,69557.61173913044
MIS019084,2026-10-27,B003,East,Training Exercise,High,Rain,42,216,1116046.3,Completed,5166.881018518518
MIS019085,2026-01-30,B020,East,Training Exercise,Medium,Fog,24,85,361037.67,Completed,4247.5019999999995
MIS019086,2026-07-31,B021,South,Medical Support,Medium,Rain,16,127,2824939.97,Delayed,22243.621811023622
MIS019087,2025-12-02,B021,South,Reconnaissance,Medium,Rain,56,246,4157158.63,Completed,16899.018821138212
MIS019088,2026-08-20,B022,Central,Border Patrol,Critical,Fog,30,22,1253884.17,Completed,56994.73499999999
MIS019089,2025-08-23,B004,East,Border Patrol,Low,Snow,16,329,4251274.26,Completed,12921.806261398177
MIS019090,2026-09-18,B029,South,Medical Support,Medium,Fog,45,174,2371174.93,Cancelled,13627.442126436783
MIS019091,2025-11-13,B022,Central,Equipment Transport,Low,Clear,6,337,3079823.22,Completed,9138.941305637984
MIS019092,2025-01-28,B025,West,Medical Support,Low,Fog,26,316,1033168.23,Completed,3269.5197151898733
MIS019093,2026-01-28,B028,West,Disaster Relief,Critical,Rain,11,228,4237764.36,Completed,18586.685789473686
MIS019094,2026-06-09,B029,South,Disaster Relief,Low,Snow,71,84,1010124.76,Cancelled,12025.294761904763
MIS019095,2025-11-08,B021,South,Supply Delivery,Critical,Rain,71,362,4504291.28,Completed,12442.793591160222
MIS019096,2026-07-09,B005,East,Reconnaissance,Medium,Clear,42,374,1255892.72,Delayed,3358.00192513369
MIS019097,2025-07-15,B021,South,Equipment Transport,Critical,Fog,13,159,2319852.01,Completed,14590.264213836477
MIS019098,2025-05-16,B006,West,Medical Support,Low,Snow,23,79,3266408.32,Completed,41346.94075949367
MIS019099,2025-12-28,B026,South,Surveillance,Medium,Rain,68,56,521947.05,Completed,9320.483035714286
MIS019100,2026-04-21,B010,North,Surveillance,High,Rain,32,124,4478114.57,Completed,36113.827177419356
MIS019101,2026-02-21,B017,East,Border Patrol,Medium,Fog,11,277,4653923.18,Completed,16801.166714801442
MIS019102,2026-06-02,B011,Central,Medical Support,Critical,Snow,5,257,752961.07,Cancelled,2929.809610894941
MIS019103,2025-12-24,B026,South,Border Patrol,Critical,Storm,61,165,188841.56,Completed,1144.494303030303
MIS019104,2025-08-07,B027,West,Training Exercise,Critical,Fog,49,308,1241098.93,Completed,4029.54198051948
MIS019105,2026-08-07,B019,Central,Surveillance,High,Snow,39,120,1677650.83,Completed,13980.423583333333
MIS019106,2025-12-23,B004,East,Supply Delivery,Medium,Clear,4,399,3733618.88,Completed,9357.440802005012
MIS019107,2025-06-19,B004,East,Medical Support,High,Snow,40,245,4082938.54,Completed,16665.055265306124
MIS019108,2025-07-15,B020,East,Reconnaissance,High,Rain,55,100,1529664.2,Completed,15296.642
MIS019109,2026-04-26,B011,Central,Disaster Relief,High,Storm,16,245,3789371.95,Completed,15466.824285714287
MIS019110,2026-04-11,B006,West,Medical Support,Critical,Clear,30,165,2817693.33,Completed,17076.929272727273
MIS019111,2025-07-03,B023,North,Supply Delivery,High,Snow,52,395,4844579.25,Completed,12264.75759493671
MIS019112,2025-06-10,B017,East,Border Patrol,High,Clear,43,70,4004452.78,Completed,57206.46828571428
MIS019113,2026-06-09,B014,Central,Disaster Relief,High,Storm,36,31,958223.98,Completed,30910.450967741934
MIS019114,2025-06-05,B024,East,Equipment Transport,High,Rain,8,77,3401753.79,Completed,44178.62064935065
MIS019115,2025-10-07,B029,South,Reconnaissance,Medium,Snow,32,149,638635.67,Cancelled,4286.145436241611
MIS019116,2026-04-17,B012,South,Reconnaissance,Medium,Storm,54,122,3243701.48,Cancelled,26587.717049180326
MIS019117,2025-06-17,B022,Central,Border Patrol,Critical,Storm,50,320,4702761.8,Completed,14696.130625
MIS019118,2025-08-27,B002,North,Reconnaissance,High,Storm,4,152,329850.82,Completed,2170.0711842105266
MIS019119,2026-05-13,B012,South,Reconnaissance,High,Storm,45,316,4264695.14,Completed,13495.87069620253
MIS019120,2026-12-01,B008,East,Supply Delivery,Medium,Clear,37,84,4559752.16,Completed,54282.763809523814
MIS019121,2025-01-08,B018,East,Medical Support,Low,Fog,63,143,3174005.81,Completed,22195.844825174827
MIS019122,2025-12-22,B002,North,Training Exercise,Medium,Storm,5,127,3734370.45,Completed,29404.491732283466
MIS019123,2025-06-08,B027,West,Disaster Relief,High,Clear,36,304,3283058.12,Delayed,10799.533289473684
MIS019124,2025-05-04,B009,South,Reconnaissance,High,Clear,71,111,1239520.06,Completed,11166.847387387388
MIS019125,2026-08-14,B028,West,Equipment Transport,Critical,Rain,66,242,3106254.21,Completed,12835.761198347107
MIS019126,2026-06-24,B022,Central,Disaster Relief,Medium,Snow,15,91,3722309.18,Delayed,40904.49648351649
MIS019127,2025-03-23,B030,East,Supply Delivery,Medium,Snow,71,238,3555301.46,Delayed,14938.241428571428
MIS019128,2025-07-04,B010,North,Disaster Relief,Medium,Storm,43,120,4568292.61,Delayed,38069.105083333336
MIS019129,2026-02-19,B015,South,Equipment Transport,High,Fog,58,31,4712339.39,Completed,152010.94806451612
MIS019130,2025-05-18,B016,West,Reconnaissance,Medium,Storm,45,373,2296179.51,Completed,6155.977238605898
MIS019131,2026-03-16,B011,Central,Reconnaissance,High,Rain,19,272,4667132.86,Completed,17158.576691176473
MIS019132,2025-02-15,B018,East,Border Patrol,Critical,Snow,56,64,4478063.66,Delayed,69969.7446875
MIS019133,2026-03-15,B020,East,Equipment Transport,High,Snow,10,184,4165606.56,Delayed,22639.16608695652
MIS019134,2025-02-09,B029,South,Disaster Relief,High,Fog,21,127,1291822.01,Completed,10171.826850393702
MIS019135,2025-10-08,B009,South,Border Patrol,Low,Fog,71,204,4155564.99,Completed,20370.41661764706
MIS019136,2026-09-26,B003,East,Supply Delivery,Medium,Fog,12,340,1265027.99,Completed,3720.6705588235295
MIS019137,2025-01-17,B024,East,Border Patrol,Low,Rain,8,37,3575991.34,Completed,96648.4145945946
MIS019138,2025-12-31,B002,North,Surveillance,Low,Rain,63,116,2322166.97,Completed,20018.68077586207
MIS019139,2026-08-26,B020,East,Training Exercise,High,Rain,7,366,3937067.66,Completed,10757.015464480875
MIS019140,2026-12-09,B022,Central,Equipment Transport,Medium,Snow,24,134,3249036.18,Cancelled,24246.53865671642
MIS019141,2025-04-17,B009,South,Supply Delivery,Medium,Storm,72,232,249063.0,Completed,1073.5474137931035
MIS019142,2025-02-18,B021,South,Border Patrol,High,Storm,49,213,1268027.7,Completed,5953.181690140845
MIS019143,2026-09-23,B024,East,Supply Delivery,Low,Fog,38,263,1536814.17,Completed,5843.399885931559
MIS019144,2025-01-29,B008,East,Reconnaissance,High,Fog,31,30,394110.91,Completed,13137.030333333332
MIS019145,2026-05-18,B001,Central,Surveillance,High,Snow,32,194,4007565.67,Completed,20657.555
MIS019146,2025-08-21,B010,North,Disaster Relief,Low,Rain,20,209,4211713.36,Delayed,20151.738564593303
MIS019147,2026-09-14,B015,South,Border Patrol,Medium,Storm,7,361,1085910.65,Delayed,3008.062742382271
MIS019148,2026-12-09,B028,West,Supply Delivery,High,Fog,43,298,2226060.17,Completed,7470.000570469799
MIS019149,2025-03-02,B024,East,Training Exercise,High,Storm,43,331,1854813.92,Completed,5603.667432024169
MIS019150,2025-07-12,B016,West,Surveillance,Medium,Snow,52,22,1437041.52,Completed,65320.06909090909
MIS019151,2025-07-02,B021,South,Medical Support,Medium,Rain,46,56,1059798.77,Completed,18924.978035714284
MIS019152,2025-04-11,B025,West,Equipment Transport,Medium,Storm,21,192,3631861.33,Delayed,18915.944427083334
MIS019153,2026-12-18,B002,North,Disaster Relief,Medium,Snow,62,337,3027066.66,Completed,8982.393649851632
MIS019154,2025-01-15,B024,East,Border Patrol,High,Rain,61,252,4152695.0,Completed,16478.948412698413
MIS019155,2025-08-21,B023,North,Medical Support,Medium,Storm,43,85,4206137.21,Completed,49483.967176470585
MIS019156,2025-09-24,B023,North,Equipment Transport,Medium,Snow,6,217,1349889.88,Completed,6220.690691244239
MIS019157,2025-08-12,B003,East,Surveillance,Medium,Clear,46,174,4671434.29,Completed,26847.32350574713
MIS019158,2025-08-14,B024,East,Disaster Relief,Medium,Rain,19,107,1905454.01,Completed,17807.981401869158
MIS019159,2025-10-21,B021,South,Reconnaissance,High,Fog,37,276,4697281.17,Completed,17019.134673913042
MIS019160,2026-06-04,B022,Central,Disaster Relief,High,Fog,13,118,4120148.44,Delayed,34916.51220338983
MIS019161,2025-03-08,B012,South,Reconnaissance,Medium,Fog,69,60,3447131.07,Completed,57452.184499999996
MIS019162,2026-05-16,B012,South,Surveillance,Low,Fog,26,121,131516.15,Completed,1086.9103305785125
MIS019163,2025-06-29,B028,West,Supply Delivery,Low,Clear,39,355,159247.83,Completed,448.5854366197183
MIS019164,2025-08-26,B017,East,Surveillance,Critical,Fog,32,128,764179.91,Completed,5970.155546875
MIS019165,2026-01-29,B025,West,Training Exercise,Medium,Storm,29,387,465970.87,Completed,1204.0590956072351
MIS019166,2025-06-04,B027,West,Disaster Relief,Low,Storm,56,140,1765767.66,Delayed,12612.626142857142
MIS019167,2026-07-30,B029,South,Border Patrol,Low,Clear,8,55,4707601.19,Completed,85592.74890909092
MIS019168,2025-08-21,B021,South,Equipment Transport,Medium,Snow,42,210,120587.31,Completed,574.2252857142857
MIS019169,2025-09-21,B009,South,Training Exercise,Low,Fog,65,396,1460381.24,Completed,3687.831414141414
MIS019170,2026-12-15,B002,North,Disaster Relief,Low,Clear,42,382,1139439.96,Delayed,2982.827120418848
MIS019171,2025-01-27,B019,Central,Medical Support,High,Snow,22,381,3677151.86,Completed,9651.317217847769
MIS019172,2026-07-28,B014,Central,Disaster Relief,Medium,Fog,49,98,1327948.88,Completed,13550.498775510203
MIS019173,2025-04-15,B028,West,Border Patrol,Medium,Storm,13,73,2121887.8,Delayed,29066.95616438356
MIS019174,2026-07-24,B022,Central,Medical Support,Critical,Clear,32,346,4660121.9,Completed,13468.560404624279
MIS019175,2025-01-19,B021,South,Equipment Transport,High,Fog,21,355,4852451.38,Delayed,13668.877126760563
MIS019176,2025-05-08,B029,South,Equipment Transport,Medium,Clear,52,42,2875571.57,Completed,68465.98976190476
MIS019177,2025-01-28,B021,South,Training Exercise,Medium,Fog,43,80,4254539.34,Completed,53181.74175
MIS019178,2026-12-18,B019,Central,Border Patrol,High,Rain,63,289,1383811.96,Delayed,4788.276678200692
MIS019179,2026-02-14,B026,South,Equipment Transport,Critical,Storm,7,30,4589278.14,Completed,152975.938
MIS019180,2026-02-18,B014,Central,Surveillance,High,Clear,34,85,4714313.95,Completed,55462.517058823534
MIS019181,2026-11-04,B010,North,Disaster Relief,High,Fog,53,298,2282485.57,Completed,7659.34755033557
MIS019182,2026-07-23,B025,West,Supply Delivery,Medium,Clear,55,372,1053389.95,Completed,2831.6934139784944
MIS019183,2025-03-30,B027,West,Training Exercise,Medium,Snow,22,307,4694161.6,Delayed,15290.428664495113
MIS019184,2025-06-18,B028,West,Disaster Relief,Critical,Snow,38,191,1354745.68,Completed,7092.909319371727
MIS019185,2026-06-24,B018,East,Disaster Relief,Medium,Fog,43,37,2560070.96,Completed,69191.10702702703
MIS019186,2025-01-31,B007,Central,Border Patrol,High,Storm,6,367,4867245.66,Completed,13262.249754768392
MIS019187,2025-04-24,B020,East,Reconnaissance,Critical,Fog,27,34,2276811.84,Completed,66965.05411764706
MIS019188,2025-12-14,B002,North,Surveillance,Medium,Fog,8,74,356012.03,Completed,4810.973378378379
MIS019189,2025-12-03,B020,East,Supply Delivery,Critical,Fog,41,340,1609486.67,Completed,4733.784323529411
MIS019190,2025-11-04,B006,West,Training Exercise,High,Fog,10,307,2278548.21,Completed,7421.981140065146
